segment_id,constituency_id,segment_name,segment_type,analysis_date,total_voters,percentage_of_total,demographics,geographic_concentration,support_level,top_issues,engagement_score,contact_coverage_pct,last_contact_date,preferred_channels,key_messengers,priority_level,target_message,recommended_actions,estimated_conversion_rate,turnout_tendency,loyalty_score,swing_potential,budget_allocated,volunteers_assigned,events_planned,created_at,updated_at
a9e0a3e3-1a2f-4919-afc3-5c3d980d309d,PC09,geographic_3_hyderabad,geographic,2025-03-01,97560,11.12,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Bahadurpura"", ""voter_count"": 2680, ""concentration_pct"": 29.62}, {""ward"": ""Goshamahal"", ""voter_count"": 1647, ""concentration_pct"": 15.94}, {""ward"": ""Yakutpura"", ""voter_count"": 4800, ""concentration_pct"": 20.33}]","{""strong_favorable"": 33510, ""leaning_favorable"": 20840, ""neutral"": 15845, ""opposition"": 24189, ""undecided"": 3176}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 42}, {""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 72}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 60}]",58,51.71,2025-02-26,"[""social_media"", ""whatsapp"", ""events"", ""phone""]","[""Leader_10"", ""Leader_4""]",low,"[""Message theme 2"", ""Message theme 4"", ""Message theme 5"", ""Message theme 1""]","[""Phone banking"", ""Community events"", ""Phone banking"", ""Social media outreach""]",0.42,high,87,medium,471936.95,10,11,2025-12-05 12:30:12.085130,2025-12-05 12:30:12.085130
4e9440af-8c31-42aa-8416-11f9b0ef3724,PC09,loyalty_4_hyderabad,loyalty,2025-11-01,48682,5.55,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Yakutpura"", ""voter_count"": 3366, ""concentration_pct"": 20.99}, {""ward"": ""Malakpet"", ""voter_count"": 4582, ""concentration_pct"": 29.79}, {""ward"": ""Bahadurpura"", ""voter_count"": 2653, ""concentration_pct"": 27.97}]","{""strong_favorable"": 16500, ""leaning_favorable"": 11461, ""neutral"": 8295, ""opposition"": 9077, ""undecided"": 3349}","[{""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 62}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 72}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 69}]",45,60.6,2025-03-17,"[""door_to_door"", ""social_media""]","[""Leader_10"", ""Leader_7""]",low,"[""Message theme 1"", ""Message theme 5""]","[""Community events"", ""Door-to-door campaign""]",0.21,medium,80,high,239195.34,41,3,2025-12-05 12:30:12.085156,2025-12-05 12:30:12.085156
1d71193b-90ab-4d45-a31c-0a0750618ef5,PC09,demographic_5_hyderabad,demographic,2025-08-01,129165,14.72,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Malakpet"", ""voter_count"": 1187, ""concentration_pct"": 20.49}, {""ward"": ""Bahadurpura"", ""voter_count"": 1769, ""concentration_pct"": 19.03}, {""ward"": ""Goshamahal"", ""voter_count"": 3783, ""concentration_pct"": 14.98}]","{""strong_favorable"": 42252, ""leaning_favorable"": 27218, ""neutral"": 25178, ""opposition"": 19049, ""undecided"": 15468}","[{""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 55}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 48}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 81}]",76,44.95,2025-10-06,"[""social_media"", ""phone""]","[""Leader_7"", ""Leader_10"", ""Leader_5""]",high,"[""Message theme 3"", ""Message theme 3""]","[""Phone banking"", ""Community events"", ""Phone banking""]",0.31,low,75,medium,349016.83,26,14,2025-12-05 12:30:12.085183,2025-12-05 12:30:12.085184
fc235f6c-ab61-4646-b4a8-0242df7bfaf4,PC09,geographic_6_hyderabad,geographic,2025-05-01,87118,9.93,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Yakutpura"", ""voter_count"": 1408, ""concentration_pct"": 20.64}, {""ward"": ""Goshamahal"", ""voter_count"": 4785, ""concentration_pct"": 14.06}, {""ward"": ""Bahadurpura"", ""voter_count"": 2118, ""concentration_pct"": 23.44}]","{""strong_favorable"": 25295, ""leaning_favorable"": 16583, ""neutral"": 13056, ""opposition"": 14855, ""undecided"": 17329}","[{""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 70}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 50}, {""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 46}]",69,63.09,2025-04-17,"[""door_to_door"", ""social_media"", ""events""]","[""Leader_4"", ""Leader_5"", ""Leader_7""]",medium,"[""Message theme 1"", ""Message theme 1"", ""Message theme 4"", ""Message theme 1""]","[""Community events"", ""Community events""]",0.24,high,67,medium,343522.09,49,12,2025-12-05 12:30:12.085210,2025-12-05 12:30:12.085210
68ccd63c-f4d1-415b-bc60-fed8ccc4345b,PC09,loyalty_7_hyderabad,loyalty,2025-04-01,164248,18.72,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Chandrayangutta"", ""voter_count"": 1619, ""concentration_pct"": 29.08}, {""ward"": ""Malakpet"", ""voter_count"": 4157, ""concentration_pct"": 13.54}, {""ward"": ""Charminar"", ""voter_count"": 1276, ""concentration_pct"": 21.67}]","{""strong_favorable"": 62105, ""leaning_favorable"": 40384, ""neutral"": 18215, ""opposition"": 23693, ""undecided"": 19851}","[{""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 62}, {""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 75}, {""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 62}]",82,56.5,2025-02-11,"[""phone"", ""events"", ""whatsapp"", ""door_to_door""]","[""Leader_7"", ""Leader_8""]",medium,"[""Message theme 5"", ""Message theme 2""]","[""Social media outreach"", ""Social media outreach"", ""Phone banking"", ""Phone banking""]",0.19,medium,77,low,87352.23,16,11,2025-12-05 12:30:12.085237,2025-12-05 12:30:12.085237
0ac4900d-d196-4b5f-a2e6-023965ce809b,PC09,demographic_8_hyderabad,demographic,2025-07-01,64363,7.34,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Charminar"", ""voter_count"": 4125, ""concentration_pct"": 14.46}, {""ward"": ""Bahadurpura"", ""voter_count"": 1499, ""concentration_pct"": 13.96}, {""ward"": ""Karwan"", ""voter_count"": 4191, ""concentration_pct"": 15.25}]","{""strong_favorable"": 21192, ""leaning_favorable"": 13961, ""neutral"": 7194, ""opposition"": 15416, ""undecided"": 6600}","[{""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 43}, {""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 44}, {""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 70}]",58,72.51,2025-09-04,"[""door_to_door"", ""social_media"", ""phone""]","[""Leader_6"", ""Leader_7"", ""Leader_7""]",low,"[""Message theme 3"", ""Message theme 2"", ""Message theme 5""]","[""Community events"", ""Phone banking"", ""Social media outreach""]",0.33,low,40,low,191713.45,49,10,2025-12-05 12:30:12.085268,2025-12-05 12:30:12.085268
c1069201-783c-452a-9c87-d9a2f19adb55,PC09,geographic_9_hyderabad,geographic,2025-08-01,53136,6.06,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Chandrayangutta"", ""voter_count"": 4482, ""concentration_pct"": 20.9}, {""ward"": ""Malakpet"", ""voter_count"": 1107, ""concentration_pct"": 18.27}, {""ward"": ""Goshamahal"", ""voter_count"": 1681, ""concentration_pct"": 26.7}]","{""strong_favorable"": 19914, ""leaning_favorable"": 11425, ""neutral"": 7261, ""opposition"": 5871, ""undecided"": 8665}","[{""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 59}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 44}, {""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 85}]",64,42.13,2025-04-23,"[""events"", ""whatsapp""]","[""Leader_6"", ""Leader_2"", ""Leader_9"", ""Leader_2""]",high,"[""Message theme 2"", ""Message theme 3""]","[""Community events"", ""Social media outreach"", ""Door-to-door campaign"", ""Door-to-door campaign""]",0.24,low,61,medium,124003.66,26,12,2025-12-05 12:30:12.085372,2025-12-05 12:30:12.085373
397b6496-c045-4c19-9db5-657988936b6c,PC09,demographic_10_hyderabad,demographic,2025-12-01,104258,11.88,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Malakpet"", ""voter_count"": 2651, ""concentration_pct"": 29.04}, {""ward"": ""Chandrayangutta"", ""voter_count"": 4508, ""concentration_pct"": 26.17}, {""ward"": ""Bahadurpura"", ""voter_count"": 2397, ""concentration_pct"": 16.46}]","{""strong_favorable"": 35101, ""leaning_favorable"": 21990, ""neutral"": 20455, ""opposition"": 25268, ""undecided"": 1444}","[{""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 51}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 60}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 80}]",53,81.1,2025-05-14,"[""social_media"", ""phone"", ""whatsapp"", ""events""]","[""Leader_10"", ""Leader_2""]",medium,"[""Message theme 5"", ""Message theme 4""]","[""Phone banking"", ""Community events""]",0.32,high,67,high,321711.56,13,15,2025-12-05 12:30:12.085427,2025-12-05 12:30:12.085427
a40a99ac-cde4-4249-aebe-b7b36ede667d,PC09,loyalty_11_hyderabad,loyalty,2025-03-01,169593,19.33,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Charminar"", ""voter_count"": 2229, ""concentration_pct"": 28.14}, {""ward"": ""Malakpet"", ""voter_count"": 3791, ""concentration_pct"": 20.89}, {""ward"": ""Chandrayangutta"", ""voter_count"": 4335, ""concentration_pct"": 10.07}]","{""strong_favorable"": 50244, ""leaning_favorable"": 38584, ""neutral"": 30324, ""opposition"": 28526, ""undecided"": 21915}","[{""issue"": ""water_supply"", ""priority_level"": ""high"", ""satisfaction_score"": 42}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 51}, {""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 60}]",47,53.25,2025-10-28,"[""whatsapp"", ""door_to_door"", ""events"", ""social_media""]","[""Leader_2"", ""Leader_1"", ""Leader_3""]",low,"[""Message theme 2"", ""Message theme 1"", ""Message theme 5""]","[""Community events"", ""Social media outreach"", ""Social media outreach""]",0.36,high,83,high,420880.69,30,11,2025-12-05 12:30:12.085457,2025-12-05 12:30:12.085457
683a41f0-8356-4cfa-856f-660dc7ba277f,PC09,geographic_12_hyderabad,geographic,2025-09-01,87990,10.03,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Karwan"", ""voter_count"": 3085, ""concentration_pct"": 29.87}, {""ward"": ""Malakpet"", ""voter_count"": 3235, ""concentration_pct"": 11.67}, {""ward"": ""Charminar"", ""voter_count"": 2943, ""concentration_pct"": 22.78}]","{""strong_favorable"": 25508, ""leaning_favorable"": 15548, ""neutral"": 17473, ""opposition"": 12994, ""undecided"": 16467}","[{""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 63}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 65}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 78}]",69,31.51,2025-12-28,"[""phone"", ""social_media""]","[""Leader_2"", ""Leader_3"", ""Leader_4""]",medium,"[""Message theme 1"", ""Message theme 3"", ""Message theme 3"", ""Message theme 1""]","[""Social media outreach"", ""Social media outreach"", ""Phone banking""]",0.42,low,68,high,53993.98,13,6,2025-12-05 12:30:12.085485,2025-12-05 12:30:12.085485
a9646107-04fe-493f-8d9c-f43b1373fb8c,PC10,loyalty_1_chevella,loyalty,2025-08-01,92451,7.12,"{""age_group"": ""all"", ""gender"": ""male"", ""occupation_category"": ""agriculture"", ""income_level"": ""lower"", ""education_level"": ""primary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Chevella"", ""voter_count"": 4662, ""concentration_pct"": 12.87}, {""ward"": ""Kalwakurthy"", ""voter_count"": 3227, ""concentration_pct"": 29.66}, {""ward"": ""Shadnagar"", ""voter_count"": 2292, ""concentration_pct"": 16.65}]","{""strong_favorable"": 23452, ""leaning_favorable"": 16808, ""neutral"": 11101, ""opposition"": 14056, ""undecided"": 27034}","[{""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 44}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 64}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 68}]",77,56.71,2025-09-13,"[""door_to_door"", ""phone"", ""social_media""]","[""Leader_1"", ""Leader_5"", ""Leader_7""]",medium,"[""Message theme 5"", ""Message theme 5"", ""Message theme 4""]","[""Phone banking"", ""Social media outreach"", ""Phone banking""]",0.32,medium,88,medium,464722.23,49,13,2025-12-05 12:30:12.085514,2025-12-05 12:30:12.085514
ba7b0de7-c117-479d-bd9b-e69f3586f54a,PC10,demographic_2_chevella,demographic,2025-03-01,115364,8.88,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Kalwakurthy"", ""voter_count"": 2460, ""concentration_pct"": 18.84}, {""ward"": ""Shadnagar"", ""voter_count"": 1818, ""concentration_pct"": 21.27}, {""ward"": ""Vicarabad"", ""voter_count"": 3183, ""concentration_pct"": 21.59}]","{""strong_favorable"": 30366, ""leaning_favorable"": 24575, ""neutral"": 18000, ""opposition"": 24409, ""undecided"": 18014}","[{""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 67}, {""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 58}, {""issue"": ""education"", ""priority_level"": ""high"", ""satisfaction_score"": 68}]",87,31.02,2025-11-25,"[""events"", ""social_media"", ""door_to_door"", ""phone""]","[""Leader_6"", ""Leader_2""]",medium,"[""Message theme 5"", ""Message theme 1"", ""Message theme 4"", ""Message theme 2""]","[""Social media outreach"", ""Door-to-door campaign"", ""Phone banking""]",0.19,high,90,low,450631.62,30,11,2025-12-05 12:30:12.085578,2025-12-05 12:30:12.085578
801dba01-38e3-439d-996a-d7ec8f028d70,PC10,geographic_3_chevella,geographic,2025-08-01,148287,11.42,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Vicarabad"", ""voter_count"": 3445, ""concentration_pct"": 28.63}, {""ward"": ""Kalwakurthy"", ""voter_count"": 2177, ""concentration_pct"": 16.64}, {""ward"": ""Tandur"", ""voter_count"": 1029, ""concentration_pct"": 18.67}]","{""strong_favorable"": 57921, ""leaning_favorable"": 32144, ""neutral"": 17667, ""opposition"": 18054, ""undecided"": 22501}","[{""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 80}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 44}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 54}]",48,50.02,2025-11-27,"[""phone"", ""social_media"", ""whatsapp""]","[""Leader_5"", ""Leader_1""]",high,"[""Message theme 5"", ""Message theme 4"", ""Message theme 2"", ""Message theme 5""]","[""Door-to-door campaign"", ""Phone banking"", ""Phone banking""]",0.34,high,53,low,159551.48,44,15,2025-12-05 12:30:12.085607,2025-12-05 12:30:12.085607
d2ae9060-1135-4c4f-bf55-ff27ea6a09d6,PC10,loyalty_4_chevella,loyalty,2025-01-01,103987,8.01,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Pargi"", ""voter_count"": 4288, ""concentration_pct"": 23.21}, {""ward"": ""Tandur"", ""voter_count"": 1328, ""concentration_pct"": 17.28}, {""ward"": ""Shadnagar"", ""voter_count"": 2805, ""concentration_pct"": 10.43}]","{""strong_favorable"": 23662, ""leaning_favorable"": 19242, ""neutral"": 14672, ""opposition"": 15073, ""undecided"": 31338}","[{""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 71}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 51}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 60}]",51,80.7,2025-05-25,"[""phone"", ""social_media"", ""whatsapp""]","[""Leader_9"", ""Leader_8"", ""Leader_10"", ""Leader_10""]",low,"[""Message theme 3"", ""Message theme 4"", ""Message theme 5""]","[""Social media outreach"", ""Social media outreach"", ""Social media outreach"", ""Community events""]",0.43,high,61,high,234471.73,35,7,2025-12-05 12:30:12.085634,2025-12-05 12:30:12.085634
585606dd-a767-4588-b1a6-fc55a57165cf,PC10,geographic_5_chevella,geographic,2025-04-01,233631,17.99,"{""age_group"": ""senior_55plus"", ""gender"": ""all"", ""occupation_category"": ""retired"", ""income_level"": ""lower"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""sc_st""}","[{""ward"": ""Vicarabad"", ""voter_count"": 1166, ""concentration_pct"": 18.73}, {""ward"": ""Shadnagar"", ""voter_count"": 1996, ""concentration_pct"": 17.49}, {""ward"": ""Tandur"", ""voter_count"": 1624, ""concentration_pct"": 29.93}]","{""strong_favorable"": 84809, ""leaning_favorable"": 37191, ""neutral"": 26026, ""opposition"": 28454, ""undecided"": 57151}","[{""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 79}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 69}, {""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 65}]",54,63.46,2025-05-29,"[""events"", ""door_to_door"", ""social_media"", ""whatsapp""]","[""Leader_7"", ""Leader_2""]",low,"[""Message theme 3"", ""Message theme 1""]","[""Social media outreach"", ""Phone banking"", ""Social media outreach""]",0.24,medium,94,high,236904.03,18,6,2025-12-05 12:30:12.085661,2025-12-05 12:30:12.085661
9ecff2d6-2485-4454-956f-bb903e0d52c9,PC10,geographic_6_chevella,geographic,2025-05-01,149076,11.48,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Pargi"", ""voter_count"": 4345, ""concentration_pct"": 21.19}, {""ward"": ""Maheshwaram"", ""voter_count"": 2157, ""concentration_pct"": 11.68}, {""ward"": ""Vicarabad"", ""voter_count"": 4332, ""concentration_pct"": 18.37}]","{""strong_favorable"": 33957, ""leaning_favorable"": 24956, ""neutral"": 28101, ""opposition"": 36716, ""undecided"": 25346}","[{""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 58}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 58}, {""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 73}]",80,52.43,2025-10-13,"[""door_to_door"", ""whatsapp""]","[""Leader_3"", ""Leader_9"", ""Leader_2""]",high,"[""Message theme 3"", ""Message theme 4"", ""Message theme 3""]","[""Phone banking"", ""Phone banking"", ""Door-to-door campaign"", ""Social media outreach""]",0.44,medium,51,medium,287860.09,27,6,2025-12-05 12:30:12.085688,2025-12-05 12:30:12.085689
f1933f7a-cacc-427f-b96d-15de62c66de5,PC10,loyalty_7_chevella,loyalty,2025-11-01,74827,5.76,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Vicarabad"", ""voter_count"": 4255, ""concentration_pct"": 28.43}, {""ward"": ""Tandur"", ""voter_count"": 3509, ""concentration_pct"": 14.09}, {""ward"": ""Shadnagar"", ""voter_count"": 4481, ""concentration_pct"": 22.63}]","{""strong_favorable"": 18993, ""leaning_favorable"": 11927, ""neutral"": 13915, ""opposition"": 13931, ""undecided"": 16061}","[{""issue"": ""healthcare"", ""priority_level"": ""medium"", ""satisfaction_score"": 83}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 71}, {""issue"": ""infrastructure"", ""priority_level"": ""low"", ""satisfaction_score"": 52}]",51,79.56,2025-11-17,"[""whatsapp"", ""phone"", ""events"", ""social_media""]","[""Leader_8"", ""Leader_6"", ""Leader_7""]",high,"[""Message theme 2"", ""Message theme 5"", ""Message theme 3""]","[""Social media outreach"", ""Phone banking"", ""Community events"", ""Door-to-door campaign""]",0.23,high,83,high,62448.49,15,13,2025-12-05 12:30:12.085717,2025-12-05 12:30:12.085717
350ef41b-e77b-4aaa-91c1-acd62d7d865d,PC10,geographic_8_chevella,geographic,2025-05-01,224875,17.31,"{""age_group"": ""youth_18_35"", ""gender"": ""all"", ""occupation_category"": ""students_professionals"", ""income_level"": ""lower_middle"", ""education_level"": ""graduate"", ""religion"": ""all"", ""caste_category"": ""general""}","[{""ward"": ""Chevella"", ""voter_count"": 1412, ""concentration_pct"": 13.76}, {""ward"": ""Shadnagar"", ""voter_count"": 3432, ""concentration_pct"": 17.71}, {""ward"": ""Tandur"", ""voter_count"": 4531, ""concentration_pct"": 11.98}]","{""strong_favorable"": 83210, ""leaning_favorable"": 42304, ""neutral"": 24528, ""opposition"": 36631, ""undecided"": 38202}","[{""issue"": ""employment"", ""priority_level"": ""medium"", ""satisfaction_score"": 81}, {""issue"": ""employment"", ""priority_level"": ""low"", ""satisfaction_score"": 77}, {""issue"": ""infrastructure"", ""priority_level"": ""high"", ""satisfaction_score"": 80}]",63,75.46,2025-11-27,"[""social_media"", ""door_to_door""]","[""Leader_7"", ""Leader_2"", ""Leader_1"", ""Leader_3""]",low,"[""Message theme 3"", ""Message theme 3"", ""Message theme 5"", ""Message theme 5""]","[""Phone banking"", ""Community events"", ""Phone banking""]",0.35,low,59,low,89773.81,40,8,2025-12-05 12:30:12.085744,2025-12-05 12:30:12.085744
275ed4ad-4800-4afd-9af8-e6bac21c2e80,PC10,issue_based_9_chevella,issue_based,2025-01-01,174016,13.4,"{""age_group"": ""middle_age_36_55"", ""gender"": ""all"", ""occupation_category"": ""business_trade"", ""income_level"": ""middle"", ""education_level"": ""undergraduate"", ""religion"": ""all"", ""caste_category"": ""obc""}","[{""ward"": ""Pargi"", ""voter_count"": 1928, ""concentration_pct"": 24.29}, {""ward"": ""Vicarabad"", ""voter_count"": 1701, ""concentration_pct"": 22.17}, {""ward"": ""Shadnagar"", ""voter_count"": 3817, ""concentration_pct"": 11.63}]","{""strong_favorable"": 45630, ""leaning_favorable"": 41865, ""neutral"": 34673, ""opposition"": 32209, ""undecided"": 19639}","[{""issue"": ""water_supply"", ""priority_level"": ""low"", ""satisfaction_score"": 45}, {""issue"": ""water_supply"", ""priority_level"": ""medium"", ""satisfaction_score"": 59}, {""issue"": ""employment"", ""priority_level"": ""high"", ""satisfaction_score"": 57}]",53,57.13,2025-01-30,"[""events"", ""whatsapp"", ""social_media"", ""phone""]","[""Leader_2"", ""Leader_3""]",high,"[""Message theme 4"", ""Message theme 4"", ""Message theme 2"", ""Message theme 5""]","[""Community events"", ""Door-to-door campaign"", ""Phone banking"", ""Door-to-door campaign""]",0.18,low,87,low,321059.23,33,15,2025-12-05 12:30:12.085771,2025-12-05 12:30:12.085771
12c89651-996b-4e41-ad09-fad2529a98b4,PC10,geographic_10_chevella,geographic,2025-12-01,149249,11.49,"{""age_group"": ""all"", ""gender"": ""female"", ""occupation_category"": ""homemaker_worker"", ""income_level"": ""lower_middle"", ""education_level"": ""secondary"", ""religion"": ""all"", ""caste_category"": ""all""}","[{""ward"": ""Tandur"", ""voter_count"": 4475, ""concentration_pct"": 22.36}, {""ward"": ""Chevella"", ""voter_count"": 3968, ""concentration_pct"": 24.89}, {""ward"": ""Vicarabad"", ""voter_count"": 1870, ""concentration_pct"": 27.18}]","{""strong_favorable"": 39108, ""leaning_favorable"": 36043, ""neutral"": 16895, ""opposition"": 19042, ""undecided"": 38161}","[{""issue"": ""healthcare"", ""priority_level"": ""high"", ""satisfaction_score"": 40}, {""issue"": ""education"", ""priority_level"": ""low"", ""satisfaction_score"": 57}, {""issue"": ""education"", ""priority_level"": ""medium"", ""satisfaction_score"": 73}]",83,38.08,2025-03-18,"[""events"", ""door_to_door"", ""phone""]","[""Leader_2"", ""Leader_10""]",low,"[""Message theme 2"", ""Message theme 4""]","[""Door-to-door campaign"", ""Phone banking"", ""Door-to-door campaign""]",0.27,low,78,low,217048.69,42,3,2025-12-05 12:30:12.085797,2025-12-05 12:30:12.085797
