summary_id,constituency_id,report_date,report_period,overall_health_score,key_achievements,critical_issues,top_opportunities,immediate_actions,risk_alerts,constituency_mood,political_temperature,generated_by,reviewed_by,created_at,updated_at
66366ec8-eba6-47c4-820a-457519699873,PC10,2025-04-01,monthly,90,"[""Completed 5 infrastructure projects"", ""Resolved 262 grievances"", ""Conducted 18 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 67 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,77,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
c6c8d946-3cbf-4d38-aae3-dd4a349c34e8,PC10,2025-05-01,monthly,87,"[""Completed 6 infrastructure projects"", ""Resolved 180 grievances"", ""Conducted 26 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 65 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,61,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
6f6dba51-f120-40a6-9b88-d94b8a03d357,PC10,2025-06-01,monthly,89,"[""Completed 6 infrastructure projects"", ""Resolved 266 grievances"", ""Conducted 15 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 75 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,70,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
0ea8fb4c-b76d-442d-b1b0-11e84e0eff9f,PC10,2025-07-01,monthly,88,"[""Completed 7 infrastructure projects"", ""Resolved 233 grievances"", ""Conducted 22 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 56 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,84,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
63791bea-bd95-42e1-953c-9f2dc9bd9dcd,PC10,2025-08-01,monthly,81,"[""Completed 4 infrastructure projects"", ""Resolved 172 grievances"", ""Conducted 22 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 31 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,70,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
a56a8b27-2074-405d-b2df-96fdc3a48e71,PC10,2025-09-01,monthly,82,"[""Completed 3 infrastructure projects"", ""Resolved 141 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 90 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,78,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
1cb5d47e-e4bb-459e-a4be-249cf644e140,PC10,2025-10-01,monthly,81,"[""Completed 6 infrastructure projects"", ""Resolved 281 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 84 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,75,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
f596482b-2a61-4bf3-aeed-aab30b8e5eb9,PC10,2025-11-01,monthly,82,"[""Completed 4 infrastructure projects"", ""Resolved 181 grievances"", ""Conducted 21 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 36 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,68,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
c500c745-4338-4d71-9f31-b0238a8e2cf4,PC10,2025-12-01,monthly,88,"[""Completed 8 infrastructure projects"", ""Resolved 279 grievances"", ""Conducted 20 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 83 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,81,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
c0f95017-09c1-4e00-b134-96eb14be5313,PC11,2025-01-01,monthly,78,"[""Completed 6 infrastructure projects"", ""Resolved 151 grievances"", ""Conducted 30 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 80 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,79,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
74214c5a-5b2a-48d5-abdc-95f6eb1df409,PC11,2025-02-01,monthly,82,"[""Completed 7 infrastructure projects"", ""Resolved 246 grievances"", ""Conducted 18 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 74 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,75,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
fe9e4aa6-192a-4a67-957f-28df0f453262,PC11,2025-03-01,monthly,73,"[""Completed 7 infrastructure projects"", ""Resolved 149 grievances"", ""Conducted 15 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 54 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,65,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
33e20b15-0e5f-4a5d-a548-6b5a3d4e4bc7,PC11,2025-04-01,monthly,77,"[""Completed 7 infrastructure projects"", ""Resolved 200 grievances"", ""Conducted 16 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 67 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,63,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
11d56f1c-4c28-41f7-bba8-f38fdfeca1e5,PC11,2025-05-01,monthly,85,"[""Completed 6 infrastructure projects"", ""Resolved 253 grievances"", ""Conducted 23 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 79 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,81,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
4502d1f3-5198-42dd-bdc4-81f149cdec92,PC11,2025-06-01,monthly,76,"[""Completed 7 infrastructure projects"", ""Resolved 165 grievances"", ""Conducted 25 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 82 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,85,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
5279ee1a-cb4f-45d0-8263-c7ab44d47253,PC11,2025-07-01,monthly,71,"[""Completed 8 infrastructure projects"", ""Resolved 147 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 71 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,62,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
f8aac545-f0f2-4a1a-ac66-8e414e02858a,PC11,2025-08-01,monthly,82,"[""Completed 6 infrastructure projects"", ""Resolved 253 grievances"", ""Conducted 25 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 59 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,74,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
22c0ea48-170b-4605-8881-55bda71b8ece,PC11,2025-09-01,monthly,86,"[""Completed 5 infrastructure projects"", ""Resolved 255 grievances"", ""Conducted 23 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 66 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,65,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
a2cb6ba1-d5e6-47c8-b9b5-c4c818b24930,PC11,2025-10-01,monthly,85,"[""Completed 6 infrastructure projects"", ""Resolved 295 grievances"", ""Conducted 19 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 32 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,76,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
c181bc99-545c-4ab8-bb03-5fea920b67a2,PC11,2025-11-01,monthly,90,"[""Completed 3 infrastructure projects"", ""Resolved 270 grievances"", ""Conducted 25 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 58 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,84,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
a2719af6-423a-4861-81de-cc48c4bd6107,PC11,2025-12-01,monthly,83,"[""Completed 7 infrastructure projects"", ""Resolved 163 grievances"", ""Conducted 27 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 83 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,85,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
3a19372c-37b1-4b1e-b4a5-53b2596cf1d3,PC12,2025-01-01,monthly,84,"[""Completed 4 infrastructure projects"", ""Resolved 118 grievances"", ""Conducted 16 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 88 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,73,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
5e90159a-f78e-40e6-ac03-b2aad7a1aa67,PC12,2025-02-01,monthly,84,"[""Completed 8 infrastructure projects"", ""Resolved 230 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 65 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,73,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
ca7121bf-dfea-4035-9eb0-7f939aebde65,PC12,2025-03-01,monthly,78,"[""Completed 4 infrastructure projects"", ""Resolved 291 grievances"", ""Conducted 25 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 47 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,83,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
22365b7a-42e6-4782-bbb8-c8ffe891e415,PC12,2025-04-01,monthly,76,"[""Completed 8 infrastructure projects"", ""Resolved 117 grievances"", ""Conducted 20 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 71 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,66,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
65b2e4db-2829-4031-9bc9-86b4533c1937,PC12,2025-05-01,monthly,75,"[""Completed 5 infrastructure projects"", ""Resolved 143 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 37 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,85,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
5ddd9f0d-2635-4e11-88e9-6fd9285c0a48,PC12,2025-06-01,monthly,88,"[""Completed 6 infrastructure projects"", ""Resolved 156 grievances"", ""Conducted 19 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 72 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,73,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
72c057b1-5a87-4901-9b86-1955350e6c20,PC12,2025-07-01,monthly,73,"[""Completed 5 infrastructure projects"", ""Resolved 214 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 76 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,84,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
14fb61f2-66ea-4521-b080-1196b7741cf2,PC12,2025-08-01,monthly,79,"[""Completed 5 infrastructure projects"", ""Resolved 250 grievances"", ""Conducted 19 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 80 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,63,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
cd5fa6ad-5076-4ea5-9e48-c023e6fdd9b9,PC12,2025-09-01,monthly,77,"[""Completed 4 infrastructure projects"", ""Resolved 152 grievances"", ""Conducted 19 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 75 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,69,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
ab06a85c-8c93-464a-9b12-7f857710c1a5,PC12,2025-10-01,monthly,85,"[""Completed 8 infrastructure projects"", ""Resolved 292 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 82 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,60,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
463ec114-8c84-4aed-8e93-ef2e9205077c,PC12,2025-11-01,monthly,88,"[""Completed 3 infrastructure projects"", ""Resolved 154 grievances"", ""Conducted 15 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 69 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,70,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
26035f17-f532-44f3-8fcc-1e3be71ac924,PC12,2025-12-01,monthly,87,"[""Completed 6 infrastructure projects"", ""Resolved 166 grievances"", ""Conducted 16 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 83 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",positive,82,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
e7182652-3c1c-4044-a26e-53053df6d1fe,PC13,2025-01-01,monthly,81,"[""Completed 8 infrastructure projects"", ""Resolved 165 grievances"", ""Conducted 29 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 47 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,66,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
154fd1aa-2e21-49de-adff-f5c05338461a,PC13,2025-02-01,monthly,78,"[""Completed 6 infrastructure projects"", ""Resolved 227 grievances"", ""Conducted 16 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 57 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",cautiously_positive,78,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
21a91d02-ff3c-42f9-9258-3470dae8e766,PC13,2025-03-01,monthly,72,"[""Completed 4 infrastructure projects"", ""Resolved 128 grievances"", ""Conducted 21 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 53 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,62,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
626dc501-02e4-439a-a0a8-a8e0cb1b11ba,PC13,2025-04-01,monthly,83,"[""Completed 7 infrastructure projects"", ""Resolved 259 grievances"", ""Conducted 30 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 79 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,68,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
0f01c426-9e70-43a8-b00f-ac404c426cba,PC13,2025-05-01,monthly,81,"[""Completed 8 infrastructure projects"", ""Resolved 165 grievances"", ""Conducted 24 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 48 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,81,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
900da989-7d16-47e7-b67e-43073e203dc0,PC13,2025-06-01,monthly,78,"[""Completed 7 infrastructure projects"", ""Resolved 240 grievances"", ""Conducted 27 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 57 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,81,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
b7ccc46f-fe01-4a93-b53c-54e5ce030e5f,PC13,2025-07-01,monthly,73,"[""Completed 5 infrastructure projects"", ""Resolved 131 grievances"", ""Conducted 25 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 49 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,83,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
b4c01121-e0b6-4d79-a4d3-881b2ce31377,PC13,2025-08-01,monthly,84,"[""Completed 7 infrastructure projects"", ""Resolved 195 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 67 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,76,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
7af00bea-d713-43d1-bfe5-d0973f56c30f,PC13,2025-09-01,monthly,73,"[""Completed 3 infrastructure projects"", ""Resolved 213 grievances"", ""Conducted 20 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 85 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,80,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
f6a57dd0-8e96-4330-b3ae-2fb96cd61e5c,PC13,2025-10-01,monthly,88,"[""Completed 3 infrastructure projects"", ""Resolved 175 grievances"", ""Conducted 18 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 58 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,64,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
3f466b62-a309-4621-8735-38e62dfee82a,PC13,2025-11-01,monthly,75,"[""Completed 5 infrastructure projects"", ""Resolved 281 grievances"", ""Conducted 16 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 77 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,79,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
70781925-6230-481a-8986-aa4f7d7f733a,PC13,2025-12-01,monthly,86,"[""Completed 6 infrastructure projects"", ""Resolved 203 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 57 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",cautiously_positive,85,ai_system,admin,2025-12-01 09:00:00,2025-12-01 18:00:00
4765db3f-2664-4cd7-80c4-24082bff5069,PC14,2025-01-01,monthly,71,"[""Completed 3 infrastructure projects"", ""Resolved 182 grievances"", ""Conducted 26 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 86 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,80,ai_system,admin,2025-01-01 09:00:00,2025-01-01 18:00:00
7d329cae-5305-4e66-ba28-93552206084f,PC14,2025-02-01,monthly,82,"[""Completed 7 infrastructure projects"", ""Resolved 159 grievances"", ""Conducted 22 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 43 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,80,ai_system,admin,2025-02-01 09:00:00,2025-02-01 18:00:00
7c87a12f-c523-4217-acc3-7c6212ebb7aa,PC14,2025-03-01,monthly,75,"[""Completed 4 infrastructure projects"", ""Resolved 269 grievances"", ""Conducted 16 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 86 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,72,ai_system,admin,2025-03-01 09:00:00,2025-03-01 18:00:00
87450d08-875b-4e57-8d0f-ace3dcf79561,PC14,2025-04-01,monthly,78,"[""Completed 5 infrastructure projects"", ""Resolved 175 grievances"", ""Conducted 18 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 86 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",cautiously_positive,74,ai_system,admin,2025-04-01 09:00:00,2025-04-01 18:00:00
f8b4214a-8a1c-4755-9ae0-ca428af3b2e8,PC14,2025-05-01,monthly,80,"[""Completed 5 infrastructure projects"", ""Resolved 226 grievances"", ""Conducted 23 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 58 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",positive,66,ai_system,admin,2025-05-01 09:00:00,2025-05-01 18:00:00
500bc286-2109-45cd-8277-8b90a74a9bfd,PC14,2025-06-01,monthly,71,"[""Completed 4 infrastructure projects"", ""Resolved 124 grievances"", ""Conducted 28 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 56 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,67,ai_system,admin,2025-06-01 09:00:00,2025-06-01 18:00:00
7017564f-da37-4b1c-a96b-2ba593926c07,PC14,2025-07-01,monthly,72,"[""Completed 8 infrastructure projects"", ""Resolved 167 grievances"", ""Conducted 24 public meetings""]","[""Water supply disruption in Ward 2"", ""Road repair pending for 43 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",neutral,60,ai_system,admin,2025-07-01 09:00:00,2025-07-01 18:00:00
ae7401d3-adb2-4f6d-b50d-8342acd6d25e,PC14,2025-08-01,monthly,86,"[""Completed 6 infrastructure projects"", ""Resolved 207 grievances"", ""Conducted 25 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 32 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,62,ai_system,admin,2025-08-01 09:00:00,2025-08-01 18:00:00
2d6414fb-dafe-4926-80f9-95615d00f95c,PC14,2025-09-01,monthly,82,"[""Completed 8 infrastructure projects"", ""Resolved 252 grievances"", ""Conducted 26 public meetings""]","[""Water supply disruption in Ward 1"", ""Road repair pending for 68 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 4""]",neutral,84,ai_system,admin,2025-09-01 09:00:00,2025-09-01 18:00:00
c33c23e1-cedb-40d9-b71b-7431360b21c6,PC14,2025-10-01,monthly,81,"[""Completed 7 infrastructure projects"", ""Resolved 137 grievances"", ""Conducted 17 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 43 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 2""]",positive,78,ai_system,admin,2025-10-01 09:00:00,2025-10-01 18:00:00
9f7fb05d-c687-41b8-ab44-10868d3e5b85,PC14,2025-11-01,monthly,73,"[""Completed 7 infrastructure projects"", ""Resolved 164 grievances"", ""Conducted 16 public meetings""]","[""Water supply disruption in Ward 3"", ""Road repair pending for 53 days""]","[""High youth engagement opportunity"", ""Strong community support for education initiative""]","[""Schedule visit to high-risk ward"", ""Address water supply issue urgently""]","[""Opposition activity increasing in Ward 5""]",neutral,78,ai_system,admin,2025-11-01 09:00:00,2025-11-01 18:00:00
