booth_id,constituency_id,booth_number,booth_name,location_ward,analysis_date,total_voters,male_voters,female_voters,first_time_voters,senior_voters,booth_score,risk_level,competitive_threat_score,booth_agents,active_volunteers,booth_committee_strength,last_meeting_date,surveyed_by,verification_date,created_at,updated_at
PC08_B170,PC08,B170,Polling Station 170,Khairatabad,2025-11-01,4853,2523,2329,388,582,67,moderate,42,2,14,strong,2025-11-05,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B171,PC08,B171,Polling Station 171,Jubilee Hills,2025-11-01,4942,2569,2372,395,593,70,moderate,62,3,7,moderate,2025-11-27,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B172,PC08,B172,Polling Station 172,Amberpet,2025-11-01,4896,2545,2350,391,587,72,moderate,65,3,11,strong,2025-10-25,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B173,PC08,B173,Polling Station 173,Jubilee Hills,2025-11-01,4972,2585,2386,397,596,83,secure,66,4,16,moderate,2025-11-23,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B174,PC08,B174,Polling Station 174,Sanathnagar,2025-11-01,4901,2548,2352,392,588,93,secure,31,4,10,strong,2025-11-14,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B175,PC08,B175,Polling Station 175,Secunderabad Cantonment,2025-11-01,4960,2579,2380,396,595,47,vulnerable,54,2,14,weak,2025-11-21,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B176,PC08,B176,Polling Station 176,Sanathnagar,2025-11-01,4925,2561,2364,394,591,59,vulnerable,28,5,10,weak,2025-10-14,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B177,PC08,B177,Polling Station 177,Secunderabad Cantonment,2025-11-01,4951,2574,2376,396,594,58,vulnerable,80,2,16,strong,2025-11-20,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B178,PC08,B178,Polling Station 178,Nampally,2025-11-01,4875,2535,2340,390,585,82,secure,65,5,5,moderate,2025-10-07,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B179,PC08,B179,Polling Station 179,Amberpet,2025-11-01,4936,2566,2369,394,592,59,vulnerable,66,3,10,moderate,2025-10-17,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B180,PC08,B180,Polling Station 180,Jubilee Hills,2025-11-01,4885,2540,2344,390,586,59,vulnerable,50,2,7,moderate,2025-11-06,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B181,PC08,B181,Polling Station 181,Secunderabad Cantonment,2025-11-01,4891,2543,2347,391,586,45,vulnerable,76,5,5,weak,2025-10-06,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B182,PC08,B182,Polling Station 182,Amberpet,2025-11-01,4852,2523,2328,388,582,56,vulnerable,79,5,18,weak,2025-11-26,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B183,PC08,B183,Polling Station 183,Nampally,2025-11-01,4978,2588,2389,398,597,54,vulnerable,65,2,11,strong,2025-10-10,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B184,PC08,B184,Polling Station 184,Sanathnagar,2025-11-01,4877,2536,2340,390,585,76,secure,66,3,15,strong,2025-10-19,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC08_B185,PC08,B185,Polling Station 185,Secunderabad,2025-11-01,5017,2608,2408,401,602,75,moderate,47,4,8,strong,2025-10-14,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B001,PC09,B001,Polling Station 1,Chandrayangutta,2025-11-01,4593,2388,2204,367,551,50,vulnerable,20,3,8,moderate,2025-11-16,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B002,PC09,B002,Polling Station 2,Bahadurpura,2025-11-01,4634,2409,2224,370,556,95,secure,46,2,12,weak,2025-11-02,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B003,PC09,B003,Polling Station 3,Karwan,2025-11-01,4633,2409,2223,370,555,83,secure,26,4,19,weak,2025-11-25,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B004,PC09,B004,Polling Station 4,Charminar,2025-11-01,4738,2463,2274,379,568,81,secure,51,2,7,weak,2025-10-10,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B005,PC09,B005,Polling Station 5,Chandrayangutta,2025-11-01,4608,2396,2211,368,552,66,moderate,56,5,9,strong,2025-10-15,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B006,PC09,B006,Polling Station 6,Bahadurpura,2025-11-01,4617,2400,2216,369,554,45,vulnerable,24,4,16,moderate,2025-10-12,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B007,PC09,B007,Polling Station 7,Karwan,2025-11-01,4633,2409,2223,370,555,78,secure,44,5,14,moderate,2025-11-09,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B008,PC09,B008,Polling Station 8,Charminar,2025-11-01,4695,2441,2253,375,563,93,secure,57,3,15,weak,2025-10-30,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B009,PC09,B009,Polling Station 9,Chandrayangutta,2025-11-01,4623,2403,2219,369,554,49,vulnerable,31,2,11,strong,2025-11-20,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B010,PC09,B010,Polling Station 10,Malakpet,2025-11-01,4579,2381,2197,366,549,47,vulnerable,24,3,17,weak,2025-11-28,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B011,PC09,B011,Polling Station 11,Chandrayangutta,2025-11-01,4702,2445,2256,376,564,59,vulnerable,28,5,6,moderate,2025-11-15,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B012,PC09,B012,Polling Station 12,Yakutpura,2025-11-01,4766,2478,2287,381,571,95,secure,75,5,19,strong,2025-11-16,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B013,PC09,B013,Polling Station 13,Bahadurpura,2025-11-01,4651,2418,2232,372,558,69,moderate,74,3,13,weak,2025-10-31,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B014,PC09,B014,Polling Station 14,Chandrayangutta,2025-11-01,4723,2455,2267,377,566,69,moderate,62,5,17,moderate,2025-10-01,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B015,PC09,B015,Polling Station 15,Chandrayangutta,2025-11-01,4579,2381,2197,366,549,50,vulnerable,38,4,12,weak,2025-11-24,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B016,PC09,B016,Polling Station 16,Malakpet,2025-11-01,4725,2457,2268,378,567,95,secure,72,5,12,weak,2025-10-12,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B017,PC09,B017,Polling Station 17,Karwan,2025-11-01,4605,2394,2210,368,552,77,secure,37,5,20,strong,2025-10-29,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B018,PC09,B018,Polling Station 18,Bahadurpura,2025-11-01,4722,2455,2266,377,566,63,moderate,70,4,9,moderate,2025-11-03,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B019,PC09,B019,Polling Station 19,Karwan,2025-11-01,4753,2471,2281,380,570,63,moderate,42,5,16,weak,2025-10-25,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B020,PC09,B020,Polling Station 20,Yakutpura,2025-11-01,4758,2474,2283,380,570,48,vulnerable,80,3,8,strong,2025-11-28,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B021,PC09,B021,Polling Station 21,Chandrayangutta,2025-11-01,4579,2381,2197,366,549,92,secure,51,5,7,weak,2025-11-06,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B022,PC09,B022,Polling Station 22,Yakutpura,2025-11-01,4709,2448,2260,376,565,66,moderate,65,2,20,moderate,2025-10-15,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B023,PC09,B023,Polling Station 23,Yakutpura,2025-11-01,4593,2388,2204,367,551,74,moderate,37,3,14,moderate,2025-10-28,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B024,PC09,B024,Polling Station 24,Karwan,2025-11-01,4648,2416,2231,371,557,69,moderate,63,4,20,weak,2025-10-11,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B025,PC09,B025,Polling Station 25,Karwan,2025-11-01,4731,2460,2270,378,567,95,secure,25,3,11,moderate,2025-10-04,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B026,PC09,B026,Polling Station 26,Chandrayangutta,2025-11-01,4754,2472,2281,380,570,73,moderate,62,5,7,weak,2025-10-21,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B027,PC09,B027,Polling Station 27,Bahadurpura,2025-11-01,4576,2379,2196,366,549,80,secure,74,5,9,strong,2025-10-05,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B028,PC09,B028,Polling Station 28,Malakpet,2025-11-01,4583,2383,2199,366,549,76,secure,73,4,13,moderate,2025-10-01,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B029,PC09,B029,Polling Station 29,Chandrayangutta,2025-11-01,4750,2470,2280,380,570,82,secure,29,3,16,moderate,2025-10-17,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B030,PC09,B030,Polling Station 30,Charminar,2025-11-01,4688,2437,2250,375,562,79,secure,36,5,18,strong,2025-10-14,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B031,PC09,B031,Polling Station 31,Bahadurpura,2025-11-01,4691,2439,2251,375,562,67,moderate,21,3,11,moderate,2025-10-08,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B032,PC09,B032,Polling Station 32,Goshamahal,2025-11-01,4580,2381,2198,366,549,67,moderate,50,5,19,strong,2025-10-16,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B033,PC09,B033,Polling Station 33,Bahadurpura,2025-11-01,4567,2374,2192,365,548,76,secure,76,4,7,strong,2025-10-29,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B034,PC09,B034,Polling Station 34,Chandrayangutta,2025-11-01,4754,2472,2281,380,570,55,vulnerable,38,5,6,strong,2025-11-28,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B035,PC09,B035,Polling Station 35,Malakpet,2025-11-01,4642,2413,2228,371,557,76,secure,77,4,11,moderate,2025-10-16,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B036,PC09,B036,Polling Station 36,Yakutpura,2025-11-01,4702,2445,2256,376,564,57,vulnerable,26,3,18,strong,2025-10-24,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B037,PC09,B037,Polling Station 37,Malakpet,2025-11-01,4670,2428,2241,373,560,91,secure,21,4,12,strong,2025-10-23,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B038,PC09,B038,Polling Station 38,Charminar,2025-11-01,4683,2435,2247,374,561,69,moderate,71,2,6,moderate,2025-11-18,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B039,PC09,B039,Polling Station 39,Bahadurpura,2025-11-01,4603,2393,2209,368,552,79,secure,26,2,15,strong,2025-11-11,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B040,PC09,B040,Polling Station 40,Goshamahal,2025-11-01,4713,2450,2262,377,565,76,secure,75,5,7,strong,2025-11-27,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B041,PC09,B041,Polling Station 41,Malakpet,2025-11-01,4623,2403,2219,369,554,45,vulnerable,54,3,6,strong,2025-10-17,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B042,PC09,B042,Polling Station 42,Chandrayangutta,2025-11-01,4718,2453,2264,377,566,85,secure,27,4,7,moderate,2025-11-14,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B043,PC09,B043,Polling Station 43,Karwan,2025-11-01,4740,2464,2275,379,568,47,vulnerable,61,3,15,weak,2025-11-10,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B044,PC09,B044,Polling Station 44,Yakutpura,2025-11-01,4577,2380,2196,366,549,60,vulnerable,43,5,16,strong,2025-11-29,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B045,PC09,B045,Polling Station 45,Karwan,2025-11-01,4722,2455,2266,377,566,69,moderate,30,2,14,moderate,2025-11-01,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B046,PC09,B046,Polling Station 46,Charminar,2025-11-01,4662,2424,2237,372,559,50,vulnerable,52,2,7,weak,2025-11-11,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B047,PC09,B047,Polling Station 47,Yakutpura,2025-11-01,4750,2470,2280,380,570,52,vulnerable,37,4,9,moderate,2025-10-24,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B048,PC09,B048,Polling Station 48,Malakpet,2025-11-01,4756,2473,2282,380,570,89,secure,72,5,8,strong,2025-10-01,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B049,PC09,B049,Polling Station 49,Karwan,2025-11-01,4667,2426,2240,373,560,74,moderate,24,2,11,moderate,2025-11-14,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B050,PC09,B050,Polling Station 50,Malakpet,2025-11-01,4732,2460,2271,378,567,71,moderate,73,4,13,moderate,2025-10-29,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B051,PC09,B051,Polling Station 51,Bahadurpura,2025-11-01,4708,2448,2259,376,564,86,secure,31,5,6,strong,2025-11-06,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B052,PC09,B052,Polling Station 52,Charminar,2025-11-01,4597,2390,2206,367,551,63,moderate,48,3,10,strong,2025-11-20,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B053,PC09,B053,Polling Station 53,Chandrayangutta,2025-11-01,4697,2442,2254,375,563,85,secure,58,5,20,moderate,2025-10-08,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B054,PC09,B054,Polling Station 54,Karwan,2025-11-01,4729,2459,2269,378,567,86,secure,71,2,19,moderate,2025-10-04,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B055,PC09,B055,Polling Station 55,Karwan,2025-11-01,4680,2433,2246,374,561,78,secure,46,3,19,weak,2025-10-30,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B056,PC09,B056,Polling Station 56,Charminar,2025-11-01,4702,2445,2256,376,564,46,vulnerable,67,4,7,moderate,2025-11-04,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B057,PC09,B057,Polling Station 57,Chandrayangutta,2025-11-01,4743,2466,2276,379,569,87,secure,54,5,19,moderate,2025-10-03,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B058,PC09,B058,Polling Station 58,Bahadurpura,2025-11-01,4684,2435,2248,374,562,58,vulnerable,76,3,6,strong,2025-11-24,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B059,PC09,B059,Polling Station 59,Goshamahal,2025-11-01,4701,2444,2256,376,564,68,moderate,38,5,17,moderate,2025-10-08,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B060,PC09,B060,Polling Station 60,Goshamahal,2025-11-01,4581,2382,2198,366,549,71,moderate,20,5,15,weak,2025-10-01,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B061,PC09,B061,Polling Station 61,Charminar,2025-11-01,4682,2434,2247,374,561,54,vulnerable,20,2,11,moderate,2025-11-23,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B062,PC09,B062,Polling Station 62,Yakutpura,2025-11-01,4745,2467,2277,379,569,85,secure,72,2,6,weak,2025-11-24,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B063,PC09,B063,Polling Station 63,Malakpet,2025-11-01,4712,2450,2261,376,565,59,vulnerable,71,5,5,weak,2025-10-06,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B064,PC09,B064,Polling Station 64,Bahadurpura,2025-11-01,4615,2399,2215,369,553,86,secure,62,2,9,weak,2025-10-07,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B065,PC09,B065,Polling Station 65,Chandrayangutta,2025-11-01,4681,2434,2246,374,561,48,vulnerable,52,3,7,moderate,2025-11-27,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B066,PC09,B066,Polling Station 66,Goshamahal,2025-11-01,4742,2465,2276,379,569,93,secure,51,2,6,strong,2025-10-11,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B067,PC09,B067,Polling Station 67,Bahadurpura,2025-11-01,4691,2439,2251,375,562,52,vulnerable,45,3,14,moderate,2025-11-24,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B068,PC09,B068,Polling Station 68,Karwan,2025-11-01,4634,2409,2224,370,556,85,secure,61,2,8,strong,2025-11-01,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B069,PC09,B069,Polling Station 69,Goshamahal,2025-11-01,4666,2426,2239,373,559,71,moderate,65,2,14,weak,2025-11-28,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B070,PC09,B070,Polling Station 70,Charminar,2025-11-01,4633,2409,2223,370,555,77,secure,33,3,6,moderate,2025-11-28,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B071,PC09,B071,Polling Station 71,Charminar,2025-11-01,4691,2439,2251,375,562,65,moderate,46,3,7,weak,2025-10-06,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B072,PC09,B072,Polling Station 72,Karwan,2025-11-01,4694,2440,2253,375,563,70,moderate,49,4,5,strong,2025-11-02,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B073,PC09,B073,Polling Station 73,Yakutpura,2025-11-01,4740,2464,2275,379,568,48,vulnerable,79,4,17,moderate,2025-10-08,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B074,PC09,B074,Polling Station 74,Yakutpura,2025-11-01,4696,2441,2254,375,563,93,secure,56,2,17,weak,2025-11-20,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B075,PC09,B075,Polling Station 75,Malakpet,2025-11-01,4690,2438,2251,375,562,82,secure,76,3,8,weak,2025-11-05,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B076,PC09,B076,Polling Station 76,Karwan,2025-11-01,4711,2449,2261,376,565,69,moderate,62,3,11,weak,2025-11-19,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B077,PC09,B077,Polling Station 77,Chandrayangutta,2025-11-01,4740,2464,2275,379,568,66,moderate,32,3,14,moderate,2025-11-20,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B078,PC09,B078,Polling Station 78,Charminar,2025-11-01,4715,2451,2263,377,565,89,secure,31,3,14,weak,2025-10-15,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B079,PC09,B079,Polling Station 79,Goshamahal,2025-11-01,4582,2382,2199,366,549,67,moderate,67,3,17,weak,2025-10-16,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B080,PC09,B080,Polling Station 80,Chandrayangutta,2025-11-01,4654,2420,2233,372,558,47,vulnerable,70,2,8,moderate,2025-11-28,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B081,PC09,B081,Polling Station 81,Goshamahal,2025-11-01,4738,2463,2274,379,568,74,moderate,77,3,9,weak,2025-11-14,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B082,PC09,B082,Polling Station 82,Karwan,2025-11-01,4629,2407,2221,370,555,87,secure,58,4,5,moderate,2025-11-02,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B083,PC09,B083,Polling Station 83,Malakpet,2025-11-01,4740,2464,2275,379,568,92,secure,76,3,15,strong,2025-11-18,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B084,PC09,B084,Polling Station 84,Charminar,2025-11-01,4597,2390,2206,367,551,47,vulnerable,36,3,11,weak,2025-11-30,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B085,PC09,B085,Polling Station 85,Karwan,2025-11-01,4616,2400,2215,369,553,65,moderate,38,3,14,moderate,2025-10-06,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B086,PC09,B086,Polling Station 86,Karwan,2025-11-01,4640,2412,2227,371,556,95,secure,66,5,17,moderate,2025-11-19,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B087,PC09,B087,Polling Station 87,Karwan,2025-11-01,4592,2387,2204,367,551,61,moderate,61,2,15,weak,2025-10-30,surveyor_6,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B088,PC09,B088,Polling Station 88,Yakutpura,2025-11-01,4582,2382,2199,366,549,63,moderate,75,4,7,weak,2025-10-09,surveyor_4,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B089,PC09,B089,Polling Station 89,Karwan,2025-11-01,4765,2477,2287,381,571,83,secure,54,3,9,moderate,2025-11-25,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B090,PC09,B090,Polling Station 90,Yakutpura,2025-11-01,4573,2377,2195,365,548,86,secure,57,4,20,moderate,2025-11-09,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B091,PC09,B091,Polling Station 91,Goshamahal,2025-11-01,4744,2466,2277,379,569,66,moderate,69,5,11,moderate,2025-10-19,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B092,PC09,B092,Polling Station 92,Malakpet,2025-11-01,4632,2408,2223,370,555,85,secure,36,4,17,weak,2025-11-23,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B093,PC09,B093,Polling Station 93,Goshamahal,2025-11-01,4691,2439,2251,375,562,77,secure,24,5,7,strong,2025-10-28,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B094,PC09,B094,Polling Station 94,Karwan,2025-11-01,4598,2390,2207,367,551,55,vulnerable,35,4,20,moderate,2025-11-06,surveyor_5,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B095,PC09,B095,Polling Station 95,Charminar,2025-11-01,4571,2376,2194,365,548,82,secure,65,5,13,strong,2025-10-15,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B096,PC09,B096,Polling Station 96,Charminar,2025-11-01,4701,2444,2256,376,564,61,moderate,29,3,18,moderate,2025-10-30,surveyor_10,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B097,PC09,B097,Polling Station 97,Chandrayangutta,2025-11-01,4571,2376,2194,365,548,49,vulnerable,63,2,5,strong,2025-10-11,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B098,PC09,B098,Polling Station 98,Bahadurpura,2025-11-01,4669,2427,2241,373,560,49,vulnerable,72,3,12,weak,2025-11-25,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B099,PC09,B099,Polling Station 99,Malakpet,2025-11-01,4592,2387,2204,367,551,56,vulnerable,62,3,12,weak,2025-11-02,surveyor_3,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B100,PC09,B100,Polling Station 100,Malakpet,2025-11-01,4681,2434,2246,374,561,56,vulnerable,42,4,11,moderate,2025-11-28,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B101,PC09,B101,Polling Station 101,Yakutpura,2025-11-01,4718,2453,2264,377,566,85,secure,71,3,17,moderate,2025-11-09,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B102,PC09,B102,Polling Station 102,Charminar,2025-11-01,4677,2432,2244,374,561,45,vulnerable,27,4,14,strong,2025-10-26,surveyor_8,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B103,PC09,B103,Polling Station 103,Chandrayangutta,2025-11-01,4702,2445,2256,376,564,79,secure,34,2,19,moderate,2025-10-23,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B104,PC09,B104,Polling Station 104,Yakutpura,2025-11-01,4702,2445,2256,376,564,69,moderate,58,2,19,strong,2025-10-16,surveyor_1,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B105,PC09,B105,Polling Station 105,Yakutpura,2025-11-01,4673,2429,2243,373,560,70,moderate,30,3,13,weak,2025-10-13,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B106,PC09,B106,Polling Station 106,Karwan,2025-11-01,4631,2408,2222,370,555,54,vulnerable,49,2,6,moderate,2025-10-29,surveyor_9,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B107,PC09,B107,Polling Station 107,Yakutpura,2025-11-01,4595,2389,2205,367,551,92,secure,33,5,7,weak,2025-11-19,surveyor_7,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
PC09_B108,PC09,B108,Polling Station 108,Bahadurpura,2025-11-01,4680,2433,2246,374,561,65,moderate,28,5,7,moderate,2025-10-29,surveyor_2,2025-11-15,2025-11-01 10:00:00,2025-11-30 18:00:00
