kpi_id,constituency_id,report_date,visits_conducted,people_contacted,grievances_received,grievances_resolved,events_conducted,resources_distributed,promises_on_track,promises_delayed,alert_count,critical_alerts,sentiment_score,media_mentions,social_engagement,created_at
e085f3a9-b009-4104-9b4b-b3fa75e82a6e,PC09,2025-09-14,1,132,26,23,2,98,15,8,1,3,0.41,8,4098,2025-09-14 23:55:00
30ea92a7-f102-4570-b9da-7a236691724c,PC09,2025-09-15,1,324,35,14,0,133,30,7,6,2,0.43,11,554,2025-09-15 23:55:00
e6375681-fbd3-4313-8ece-29293ca834bc,PC09,2025-09-16,5,566,20,19,0,130,30,8,4,3,0.53,4,3988,2025-09-16 23:55:00
8478279e-9686-4b5a-ab9f-77f07ebee385,PC09,2025-09-17,1,497,9,26,3,76,21,6,4,3,0.71,9,1614,2025-09-17 23:55:00
4d39956c-0017-43c3-ac43-af3abe16dc21,PC09,2025-09-18,3,370,12,18,3,17,17,6,2,3,0.72,3,2416,2025-09-18 23:55:00
62f374bd-2ca1-404e-8dbb-db60946bb18f,PC09,2025-09-19,5,306,22,27,1,114,28,8,2,1,0.53,10,1037,2025-09-19 23:55:00
99620ac6-7af2-4fa7-af62-7d729e451f2f,PC09,2025-09-20,5,755,17,13,1,70,26,5,8,2,0.55,10,1343,2025-09-20 23:55:00
8a1b5344-1c56-4b05-a345-0cac6f6afe29,PC09,2025-09-21,4,398,11,4,2,0,21,3,3,2,0.59,2,3749,2025-09-21 23:55:00
c75527a6-2ef9-46fd-ab88-c248a687729d,PC09,2025-09-22,0,313,20,9,0,129,15,6,1,2,0.55,4,3696,2025-09-22 23:55:00
e2c17a53-0d6b-4e07-8495-c7b4fc53a548,PC09,2025-09-23,3,733,13,27,1,5,28,8,4,3,0.54,3,2055,2025-09-23 23:55:00
a182fab4-f393-4ad0-ab90-0a4d631cae74,PC09,2025-09-24,0,702,19,3,2,76,20,6,4,1,0.77,2,2390,2025-09-24 23:55:00
f45fbb7d-b839-4b9a-a239-047b2bef30ee,PC09,2025-09-25,3,519,14,8,3,117,29,7,7,0,0.67,12,1705,2025-09-25 23:55:00
b79c3e78-415e-45ac-bf32-64df124db85b,PC09,2025-09-26,4,77,5,27,2,19,20,7,5,2,0.46,10,914,2025-09-26 23:55:00
bea96a9e-4616-4570-b95f-e1e05d9fd659,PC09,2025-09-27,0,730,29,7,3,59,16,6,7,3,0.7,8,1216,2025-09-27 23:55:00
565bab3a-2530-405e-9d64-55bf252857c5,PC09,2025-09-28,0,524,31,4,1,103,16,4,2,0,0.5,12,1297,2025-09-28 23:55:00
a5c7e8ae-fc7e-49c6-a6e4-424bcd74d57e,PC09,2025-09-29,1,531,23,27,1,0,23,7,3,2,0.58,6,4297,2025-09-29 23:55:00
7681c851-02e7-4825-8c1b-c48ffe2d3fd0,PC09,2025-09-30,2,555,28,21,3,73,25,7,3,3,0.51,12,1698,2025-09-30 23:55:00
39615b85-498e-4e14-9cfe-2ae153953fea,PC09,2025-10-01,0,325,27,30,3,119,21,5,3,1,0.68,10,1398,2025-10-01 23:55:00
ccce2700-0f9a-411b-9936-65c35b9e5bea,PC09,2025-10-02,4,376,11,6,2,70,20,5,6,0,0.61,6,4360,2025-10-02 23:55:00
ecd178f8-5ab8-45fa-a1db-4361c7c6c257,PC09,2025-10-03,0,254,18,30,3,47,29,2,8,0,0.55,10,4722,2025-10-03 23:55:00
6cd54004-5dc5-4b9c-bf3c-3fa1d23ddf9d,PC09,2025-10-04,3,196,14,29,1,128,29,5,2,3,0.79,11,3825,2025-10-04 23:55:00
65d3eab6-7b2f-429c-a5bd-b46b02de21dd,PC09,2025-10-05,0,676,25,15,1,141,15,4,7,1,0.8,12,4489,2025-10-05 23:55:00
53a68a5a-7c8a-4375-b152-a028c1ce5331,PC09,2025-10-06,5,781,16,27,0,43,25,5,3,3,0.75,6,1958,2025-10-06 23:55:00
3b26819d-346b-4b4b-b162-69be1c4fa8bc,PC09,2025-10-07,1,679,31,14,1,74,19,4,8,2,0.53,6,548,2025-10-07 23:55:00
484cdbb0-e9d0-45cf-b052-5fef4a17476f,PC09,2025-10-08,4,630,32,15,3,80,20,4,4,3,0.83,0,2950,2025-10-08 23:55:00
951ebd22-42bc-4e3d-be2c-db6427c26be1,PC09,2025-10-09,1,588,16,23,0,62,28,4,5,3,0.71,0,819,2025-10-09 23:55:00
60d02abc-4a69-4936-9a27-1283daa3a9ac,PC09,2025-10-10,3,637,16,24,0,35,22,3,7,0,0.72,8,3166,2025-10-10 23:55:00
861b7280-7426-4fd4-b9ba-617efa296c7a,PC09,2025-10-11,2,83,23,9,0,118,25,3,5,0,0.47,8,3725,2025-10-11 23:55:00
407d01b7-3628-4457-a984-ce7ff6aa3aa6,PC09,2025-10-12,5,369,26,8,3,136,25,5,1,2,0.66,10,1627,2025-10-12 23:55:00
a33e121b-7359-490d-9a2b-98a6fc621d0b,PC09,2025-10-13,1,715,10,17,2,150,29,8,1,2,0.56,5,2603,2025-10-13 23:55:00
972c00fc-a056-4732-8f5e-d83ca0638272,PC09,2025-10-14,2,493,8,11,0,149,30,5,7,0,0.61,0,2018,2025-10-14 23:55:00
71e7266f-30c6-4a62-b024-6cf8c1fdda93,PC09,2025-10-15,3,487,7,19,3,6,15,3,7,1,0.67,4,3174,2025-10-15 23:55:00
d17d5fc7-5ab0-4b71-92b2-238c9bbe3466,PC09,2025-10-16,2,79,33,19,0,7,17,2,8,3,0.81,7,2184,2025-10-16 23:55:00
e55d482d-979a-4a12-b5d4-50b278d4d081,PC09,2025-10-17,0,615,6,16,1,21,23,7,8,2,0.6,6,2972,2025-10-17 23:55:00
4f7bc468-8b40-4dde-b1ff-22a93b179f76,PC09,2025-10-18,2,507,34,5,2,30,27,5,4,0,0.63,8,2531,2025-10-18 23:55:00
d747a7b6-dcaa-40eb-83f7-ec9f8d779cb3,PC09,2025-10-19,4,680,32,19,3,104,28,5,7,2,0.57,5,879,2025-10-19 23:55:00
494614f8-1d37-4969-90b1-2677eb5d709b,PC09,2025-10-20,1,100,30,30,2,6,17,4,6,2,0.62,0,2799,2025-10-20 23:55:00
75e9b51d-017c-4d24-8740-7f6ab06adfc9,PC09,2025-10-21,5,398,33,22,2,147,22,6,6,0,0.74,7,1507,2025-10-21 23:55:00
c4ff7eb6-50a7-44c8-998f-c941800511b7,PC09,2025-10-22,1,233,24,25,2,131,17,2,6,1,0.85,5,889,2025-10-22 23:55:00
340c7842-2995-421f-814c-9742b2bd2c0f,PC09,2025-10-23,0,655,27,14,0,54,29,7,6,0,0.54,3,1302,2025-10-23 23:55:00
cca32abd-34c9-4545-b4e6-110ea428477c,PC09,2025-10-24,2,446,16,9,2,52,20,3,3,2,0.69,8,4082,2025-10-24 23:55:00
87292017-297f-4cdf-a767-b64a35131ecc,PC09,2025-10-25,2,62,14,4,3,150,20,3,1,1,0.79,5,4494,2025-10-25 23:55:00
4f8fdbfa-064a-44b3-9e8d-7795d94377cc,PC09,2025-10-26,0,117,5,28,3,61,28,4,6,1,0.72,4,1418,2025-10-26 23:55:00
95c157a4-26c0-47bc-885e-14130ef0799b,PC09,2025-10-27,3,618,20,17,0,119,24,8,1,3,0.8,5,3078,2025-10-27 23:55:00
ccd56b40-ccf3-48c1-80c1-8a2dc0abee79,PC09,2025-10-28,1,636,14,30,1,123,30,6,2,1,0.85,9,3835,2025-10-28 23:55:00
0def7f7b-c7a1-4414-9814-1bcda8f8c3a0,PC09,2025-10-29,4,147,6,17,2,106,22,2,6,1,0.7,7,4068,2025-10-29 23:55:00
29eb33a8-e890-42e5-8a7e-f32b54acfe79,PC09,2025-10-30,1,722,30,16,0,31,19,5,4,0,0.79,8,1329,2025-10-30 23:55:00
443e0815-7a7f-4020-a849-4ec1912b1d75,PC09,2025-10-31,4,577,34,4,0,91,21,3,3,3,0.56,8,623,2025-10-31 23:55:00
63f827c5-74ad-4f22-8648-c14d015663a2,PC09,2025-11-01,4,376,14,19,1,34,30,8,5,3,0.76,12,2890,2025-11-01 23:55:00
6d64b775-372a-43b4-bbd0-32a521d19c39,PC09,2025-11-02,0,287,33,12,3,110,21,4,8,0,0.69,3,4162,2025-11-02 23:55:00
c43d9d90-27db-4f5f-863e-3a8da47f8bbc,PC09,2025-11-03,2,584,27,24,1,73,27,7,2,3,0.69,8,3322,2025-11-03 23:55:00
ca143c72-9482-4840-a650-f210bf19a69a,PC09,2025-11-04,3,647,16,27,0,75,20,5,4,1,0.81,10,4399,2025-11-04 23:55:00
a1ab7c34-6c92-4483-889e-88075c645db5,PC09,2025-11-05,2,394,8,14,3,86,15,3,4,2,0.47,0,1175,2025-11-05 23:55:00
b58eb205-b8ea-4596-97b2-45ff1abf5000,PC09,2025-11-06,4,62,21,23,2,44,30,2,6,1,0.84,11,3972,2025-11-06 23:55:00
ba05033b-e2e9-4e0b-a5e2-8210261ab685,PC09,2025-11-07,5,54,31,24,0,148,21,7,1,2,0.46,11,1288,2025-11-07 23:55:00
08d2afbd-7b4c-431b-8323-6fb9ee3ced77,PC09,2025-11-08,4,279,17,23,3,96,24,3,2,1,0.82,2,1038,2025-11-08 23:55:00
984f608c-ca80-42b6-9b90-0483ff32e104,PC09,2025-11-09,4,273,28,30,3,102,15,8,5,2,0.72,11,766,2025-11-09 23:55:00
6c9114f4-2a42-44a5-bc7c-b9d9550f06ea,PC09,2025-11-10,4,331,31,22,0,110,18,6,8,2,0.45,11,2925,2025-11-10 23:55:00
12527f12-22e5-42b3-9f40-55eff9c33711,PC09,2025-11-11,5,799,16,3,3,13,19,4,8,0,0.58,5,2905,2025-11-11 23:55:00
88a84c11-9109-4297-b5e3-2f00ad9c5d83,PC09,2025-11-12,0,84,17,17,1,70,20,5,1,1,0.75,3,597,2025-11-12 23:55:00
8c88a1d8-aa6d-4ab3-98ab-393da0509b47,PC09,2025-11-13,2,595,13,30,0,8,30,8,3,0,0.5,3,3430,2025-11-13 23:55:00
fdcadb79-5781-40da-8a8f-f3836cfb377b,PC09,2025-11-14,0,731,29,16,3,100,15,4,3,3,0.79,0,1974,2025-11-14 23:55:00
32d6b189-93a8-448c-9f23-511eb880e665,PC09,2025-11-15,0,206,15,20,0,145,18,2,5,3,0.66,4,4822,2025-11-15 23:55:00
a48515d1-73fd-41a0-8d3d-147e48e33ea4,PC09,2025-11-16,4,759,21,13,1,27,27,4,6,2,0.54,7,4345,2025-11-16 23:55:00
f8386525-b70d-4c1d-b478-901aecb1dd89,PC09,2025-11-17,1,163,26,17,0,42,20,6,1,3,0.63,1,1875,2025-11-17 23:55:00
2c30676a-33f4-4b30-8583-0b17685a36a6,PC09,2025-11-18,2,670,6,26,1,86,22,4,8,0,0.73,7,3547,2025-11-18 23:55:00
ee3bbe2b-5914-4880-b243-a9768db370be,PC09,2025-11-19,4,152,12,28,1,93,25,5,4,0,0.54,11,4977,2025-11-19 23:55:00
001012be-7cc7-4727-b9c9-24e590b187f0,PC09,2025-11-20,0,732,13,13,3,114,27,2,4,0,0.4,3,2321,2025-11-20 23:55:00
fe408e98-ff56-4597-9b46-ca17cc7c6ce4,PC09,2025-11-21,1,252,16,30,0,99,19,6,1,0,0.67,0,1069,2025-11-21 23:55:00
9af37e52-3fb0-404e-b317-dd91b432bfcb,PC09,2025-11-22,2,422,13,7,0,32,22,2,2,0,0.5,10,4302,2025-11-22 23:55:00
b44c8dd4-cb15-4381-a666-6c4ce525f404,PC09,2025-11-23,1,84,11,10,2,80,17,8,2,1,0.56,1,4997,2025-11-23 23:55:00
06f202a5-4711-4639-8ec6-22648eef476c,PC09,2025-11-24,3,195,6,13,2,104,30,8,8,3,0.77,4,3113,2025-11-24 23:55:00
1f714420-d6c6-4191-aead-ed12c586a5f7,PC09,2025-11-25,5,174,20,14,0,31,19,2,8,1,0.75,12,2603,2025-11-25 23:55:00
b4424955-7ef6-49da-a931-7816808eb8fc,PC09,2025-11-26,1,525,10,22,1,43,24,6,1,2,0.43,6,1924,2025-11-26 23:55:00
e1019361-c8aa-4077-9076-fa6012ca8d28,PC09,2025-11-27,1,110,33,9,3,118,22,8,5,3,0.76,7,1931,2025-11-27 23:55:00
610d26a5-38d7-476e-8ede-87c5776fd9cf,PC09,2025-11-28,3,630,23,21,1,136,30,6,6,3,0.84,8,3086,2025-11-28 23:55:00
fecb265d-a044-4ef4-b589-784699fadd54,PC09,2025-11-29,5,742,9,22,0,143,19,3,2,3,0.48,4,4357,2025-11-29 23:55:00
c07d0e24-811a-482f-aac8-8ce63e45c40d,PC09,2025-11-30,3,631,5,27,3,40,23,5,1,0,0.49,7,3869,2025-11-30 23:55:00
ef3e4f6b-1ccc-4475-82df-0566c2f6af5b,PC09,2025-12-01,1,582,32,28,0,89,23,7,1,1,0.49,2,1633,2025-12-01 23:55:00
a752967a-dfa6-4b55-b94d-44e9d9dd40c1,PC09,2025-12-02,5,317,28,15,3,75,28,5,2,1,0.51,2,1807,2025-12-02 23:55:00
5c07b662-00cc-4ffb-992a-6ceb3929578f,PC09,2025-12-03,5,551,33,13,2,99,25,6,5,2,0.5,11,4604,2025-12-03 23:55:00
66170c10-d1ce-40e6-b8ba-d5731196e107,PC09,2025-12-04,3,412,33,9,3,138,27,8,7,3,0.75,9,502,2025-12-04 23:55:00
669c0cde-d9b8-4ef7-acc7-833af892bf21,PC09,2025-12-05,1,191,5,20,2,80,29,8,1,0,0.41,0,3471,2025-12-05 23:55:00
56869ed5-b68a-4a80-b783-1d9ca918d25d,PC09,2025-12-06,4,277,8,28,0,3,16,3,1,2,0.75,10,3563,2025-12-06 23:55:00
2fdc12bd-0388-4cba-bda8-b0646f9c9b0a,PC09,2025-12-07,1,98,23,10,3,5,22,5,4,0,0.81,7,3950,2025-12-07 23:55:00
467e7b8f-d8c6-453b-b46d-355b727e9812,PC09,2025-12-08,0,676,30,5,0,42,27,4,2,3,0.85,1,2347,2025-12-08 23:55:00
981944c8-3d95-44e6-a41a-c047458e6e3d,PC09,2025-12-09,2,348,33,19,1,48,15,8,8,3,0.49,4,2394,2025-12-09 23:55:00
ce684f77-a5e7-446c-8660-af7d11e8cd76,PC09,2025-12-10,3,727,34,7,0,150,26,8,3,1,0.8,12,3282,2025-12-10 23:55:00
d1c33773-30f5-4c50-aae8-e319d8f20dbe,PC09,2025-12-11,5,679,21,27,0,6,19,2,8,3,0.61,2,1150,2025-12-11 23:55:00
324c4d06-82a6-4c6a-9401-a7842f0f6b4e,PC09,2025-12-12,2,666,14,13,0,116,25,3,6,1,0.46,8,3421,2025-12-12 23:55:00
e09c048f-c55e-4777-a2f6-375f8fe1b206,PC09,2025-12-13,1,164,17,24,2,96,19,4,1,1,0.49,9,4707,2025-12-13 23:55:00
75c7bfcb-985a-45b2-bb83-09f65accadad,PC09,2025-12-14,3,647,33,7,2,110,21,3,3,2,0.72,0,1082,2025-12-14 23:55:00
2ed8b168-5f3e-45b7-a756-2baf63ba15f2,PC09,2025-12-15,4,509,13,18,3,22,27,4,7,0,0.42,0,3494,2025-12-15 23:55:00
558bc17a-b075-469f-beab-89c0faf67dd8,PC09,2025-12-16,0,559,29,30,2,72,23,4,1,2,0.59,5,4998,2025-12-16 23:55:00
e1a64a83-ab0e-4531-a6ab-3175d824e735,PC09,2025-12-17,2,156,27,27,1,61,23,2,1,1,0.43,2,2360,2025-12-17 23:55:00
887fd9e7-fe71-42a3-b3ea-cc1cf78b8515,PC09,2025-12-18,5,616,26,12,0,34,22,5,7,0,0.47,2,3207,2025-12-18 23:55:00
54669d14-dff1-49c1-8c85-6ff21865969f,PC09,2025-12-19,1,336,17,6,2,12,25,7,4,1,0.61,1,2857,2025-12-19 23:55:00
df4f484f-77b9-48e4-85bf-884ef8cd51c0,PC09,2025-12-20,4,671,9,13,0,122,20,2,1,0,0.52,9,1438,2025-12-20 23:55:00
12aa8633-7e40-4fc5-9b89-766e0d6473dc,PC09,2025-12-21,1,412,17,18,3,13,24,3,5,3,0.41,11,3312,2025-12-21 23:55:00
ebca87c7-8b90-4179-8db4-62720ec0e3a0,PC09,2025-12-22,2,707,12,27,3,28,19,6,4,1,0.67,3,3235,2025-12-22 23:55:00
e62d0849-af20-4c50-b766-c5b684f429eb,PC09,2025-12-23,0,743,7,25,1,137,17,8,4,2,0.7,3,3582,2025-12-23 23:55:00
8882f2c1-1138-4e09-a34b-2f4c75501b08,PC09,2025-12-24,5,290,23,25,3,72,15,8,2,0,0.66,9,1653,2025-12-24 23:55:00
416eceb3-2a06-4289-a180-56b1afaa0320,PC09,2025-12-25,4,589,8,13,1,98,30,5,3,3,0.72,11,1404,2025-12-25 23:55:00
0edb063a-3a22-4790-89c6-9faac7972100,PC09,2025-12-26,0,87,7,11,0,142,18,8,5,1,0.73,6,1029,2025-12-26 23:55:00
2fbfe6b6-a87b-4bc7-a032-77606fedf477,PC09,2025-12-27,4,126,9,5,2,99,28,3,3,3,0.48,11,621,2025-12-27 23:55:00
e6cf9c70-6e00-460e-bce1-07b5f0c4440d,PC09,2025-12-28,1,437,22,17,3,76,27,3,3,2,0.77,10,3696,2025-12-28 23:55:00
52896a0c-a5ee-4501-b357-6b922e2b5893,PC09,2025-12-29,4,666,15,9,3,44,28,6,3,2,0.51,12,3922,2025-12-29 23:55:00
02e8dd76-089a-4aa2-a22d-5c53ea8d04ba,PC09,2025-12-30,3,644,6,16,3,112,24,2,5,3,0.46,12,2442,2025-12-30 23:55:00
b94c25a9-9fed-4023-a69d-468a75761b76,PC09,2025-12-31,1,187,23,26,0,69,30,6,8,1,0.63,11,4042,2025-12-31 23:55:00
b14b5dbe-ee3d-4f1a-a68f-5cda10f0a95f,PC10,2025-01-01,1,576,22,8,0,67,27,8,1,2,0.8,9,4833,2025-01-01 23:55:00
f33f4f27-b07a-4058-b6a4-8d01b6b71c22,PC10,2025-01-02,2,75,35,18,0,130,24,6,6,0,0.59,2,3523,2025-01-02 23:55:00
215dc4ae-c0e8-4d46-8b82-d95244fdf739,PC10,2025-01-03,0,570,26,25,0,102,26,7,8,0,0.43,1,1223,2025-01-03 23:55:00
093a4e70-6bc5-4a29-ad56-199d10dec542,PC10,2025-01-04,3,284,30,16,3,61,25,4,6,2,0.77,3,4828,2025-01-04 23:55:00
6e3c5d57-ae09-4104-a846-718afadd428c,PC10,2025-01-05,0,467,26,6,0,39,29,5,3,2,0.66,0,4841,2025-01-05 23:55:00
5132facc-4393-4881-b4a7-759cfd690828,PC10,2025-01-06,0,54,11,6,1,38,30,2,8,0,0.79,5,737,2025-01-06 23:55:00
a2244c05-3634-4b3a-8601-7004991db9f4,PC10,2025-01-07,5,249,25,15,1,14,21,6,6,3,0.75,9,4819,2025-01-07 23:55:00
3e2cff51-9454-4748-8cd3-146228063690,PC10,2025-01-08,5,333,8,16,1,35,22,4,5,1,0.68,7,4168,2025-01-08 23:55:00
e58f01ab-5a7d-4f56-acab-85753f016634,PC10,2025-01-09,5,235,30,13,1,72,29,4,7,2,0.71,1,3676,2025-01-09 23:55:00
18db0831-f91d-4d3f-8c2d-d94850f76a42,PC10,2025-01-10,4,676,16,12,0,114,26,2,4,3,0.64,5,4377,2025-01-10 23:55:00
a87121a0-207d-457a-a103-2eca390b7c28,PC10,2025-01-11,3,799,31,29,1,124,17,8,5,0,0.74,4,2447,2025-01-11 23:55:00
9fd5b1ea-99b8-4cb9-a8b1-d3c2b145dfe3,PC10,2025-01-12,2,396,35,12,2,56,22,5,7,2,0.46,7,2148,2025-01-12 23:55:00
c442b49a-4e56-459f-ab72-8898d51f07ad,PC10,2025-01-13,2,218,33,17,1,73,27,3,6,2,0.53,12,2749,2025-01-13 23:55:00
3ae61cdb-aa6e-4830-aca1-71b78ff4425e,PC10,2025-01-14,1,326,7,4,1,80,20,4,1,3,0.55,7,4720,2025-01-14 23:55:00
f98e313a-a7d8-4b3e-9352-1fe2f8e2aee9,PC10,2025-01-15,3,588,10,11,0,102,25,2,5,3,0.45,3,4003,2025-01-15 23:55:00
9f8b1df9-af22-400e-b60c-fa02b34e0b9d,PC10,2025-01-16,1,316,27,24,0,40,27,7,2,0,0.78,1,3498,2025-01-16 23:55:00
43868c03-80c0-48f3-84e1-3824a5f66624,PC10,2025-01-17,3,511,8,23,2,108,16,7,7,3,0.81,7,1705,2025-01-17 23:55:00
9bfe5c2e-53c8-4c2a-8160-adfb12c19590,PC10,2025-01-18,4,131,24,12,2,40,26,2,5,0,0.63,10,511,2025-01-18 23:55:00
51979b95-ff32-452b-a78d-fe380586f96d,PC10,2025-01-19,5,752,12,29,3,17,19,6,8,3,0.54,6,3613,2025-01-19 23:55:00
fd80c810-2e6a-4c17-a968-9251eb8b96fc,PC10,2025-01-20,5,429,13,15,0,139,15,5,3,3,0.54,8,963,2025-01-20 23:55:00
fbf10ca4-67b0-4154-b82d-951db3c78167,PC10,2025-01-21,5,553,32,19,0,125,22,4,8,0,0.75,7,2828,2025-01-21 23:55:00
e01e77b6-63e9-4d67-a289-e339b1739e7f,PC10,2025-01-22,5,184,31,30,1,96,16,4,6,1,0.79,9,3971,2025-01-22 23:55:00
15a680ed-1614-49c6-88e3-996bde5ad74e,PC10,2025-01-23,5,452,29,18,0,76,25,4,7,1,0.85,10,2475,2025-01-23 23:55:00
8a31fc12-82e6-4def-9948-099424b91e41,PC10,2025-01-24,3,132,17,18,0,127,16,8,4,2,0.78,7,1633,2025-01-24 23:55:00
90165740-eda0-4b4a-ac47-d60f3e623842,PC10,2025-01-25,1,267,35,17,2,135,19,7,7,0,0.54,1,1883,2025-01-25 23:55:00
4591ea9a-e793-4243-8213-1dc727786bd0,PC10,2025-01-26,5,486,35,13,1,97,30,4,4,0,0.53,2,3048,2025-01-26 23:55:00
f6e20fff-8150-4a80-8eeb-dcf35aac8551,PC10,2025-01-27,3,131,22,30,3,107,22,8,4,0,0.64,6,3189,2025-01-27 23:55:00
7fad4019-600d-450a-b92f-dcab0f05f713,PC10,2025-01-28,4,732,28,23,2,119,23,5,8,3,0.47,10,2582,2025-01-28 23:55:00
6f4def8a-3ce8-4cf6-9c3e-353d0f5f0df6,PC10,2025-01-29,3,423,20,23,0,82,21,3,6,2,0.61,12,1836,2025-01-29 23:55:00
ab9bc31f-4ba2-484d-a214-eae5c9044a98,PC10,2025-01-30,2,782,16,16,2,22,20,2,4,0,0.51,7,3566,2025-01-30 23:55:00
081db1e2-81d7-4709-9d8e-492d32f328db,PC10,2025-01-31,5,633,9,9,3,8,29,8,8,3,0.71,11,2406,2025-01-31 23:55:00
2c50e869-7c5e-49ae-a685-b452b8086db2,PC10,2025-02-01,0,536,14,7,2,103,27,6,3,1,0.41,1,4134,2025-02-01 23:55:00
08f08520-213d-4479-9bc4-2b8b50ebfa8d,PC10,2025-02-02,4,698,22,15,1,32,28,5,8,2,0.73,10,719,2025-02-02 23:55:00
9da1aad0-336b-4a84-aa82-4cb0a84e402b,PC10,2025-02-03,2,287,26,23,2,36,17,8,2,0,0.63,7,1998,2025-02-03 23:55:00
bdcc223c-5620-406e-a88f-129a645c26b1,PC10,2025-02-04,0,392,26,4,3,134,16,3,2,3,0.82,5,3121,2025-02-04 23:55:00
cd0a84f8-c55c-4a01-937d-783c19d0ad26,PC10,2025-02-05,4,672,6,17,3,111,30,2,6,0,0.62,10,3208,2025-02-05 23:55:00
72024a43-b6a9-4bae-8615-9c7f3f7937e4,PC10,2025-02-06,0,531,27,9,0,43,15,3,5,2,0.47,9,1755,2025-02-06 23:55:00
9e35f6fc-c679-4524-83de-b432f2ecdbe9,PC10,2025-02-07,0,781,17,12,3,126,23,5,5,0,0.65,11,4139,2025-02-07 23:55:00
798b927b-3df8-48f3-b876-1332bdc654a8,PC10,2025-02-08,4,506,15,27,2,123,28,2,1,0,0.46,6,1791,2025-02-08 23:55:00
9b47368d-49c0-4601-92e4-90041e9f956b,PC10,2025-02-09,5,652,24,11,3,2,18,6,6,3,0.76,3,1199,2025-02-09 23:55:00
fefc1df2-033d-4554-82d2-63dab65d07dc,PC10,2025-02-10,1,619,17,11,0,127,28,5,6,2,0.71,4,4874,2025-02-10 23:55:00
6eb1c82e-191f-4d7f-88b8-368d6ceec4b3,PC10,2025-02-11,4,546,35,10,2,35,23,4,6,0,0.54,9,4602,2025-02-11 23:55:00
73bb3a5b-2189-4691-a0d2-c4aaffb03c8b,PC10,2025-02-12,5,481,21,9,3,80,29,3,3,2,0.71,10,1784,2025-02-12 23:55:00
4f8e1b6b-168e-48f3-947c-cc44f2925900,PC10,2025-02-13,3,746,32,14,2,23,28,6,4,0,0.44,9,1722,2025-02-13 23:55:00
54175be7-d207-4e6b-82a4-f2ed876e3ecd,PC10,2025-02-14,5,679,35,18,3,134,18,4,2,1,0.82,5,3786,2025-02-14 23:55:00
b4bf8506-d877-42fa-9e9d-0d0ffdf2c346,PC10,2025-02-15,1,424,34,24,1,142,24,3,6,1,0.65,2,4045,2025-02-15 23:55:00
7b5895ae-45e3-47cb-ae2d-f49516a42e4b,PC10,2025-02-16,2,632,19,13,2,70,29,8,8,2,0.41,9,3266,2025-02-16 23:55:00
b4078835-90b1-49b4-8124-b5646dcda6a8,PC10,2025-02-17,4,373,16,16,2,42,16,4,2,1,0.56,7,1752,2025-02-17 23:55:00
f88bba7e-d9f3-4c53-a71b-59a2be24fc27,PC10,2025-02-18,1,534,23,13,3,22,27,3,3,0,0.62,6,3002,2025-02-18 23:55:00
abfec198-0a65-4776-a4ac-51373dd051c6,PC10,2025-02-19,5,784,22,16,1,144,29,4,5,1,0.74,11,1019,2025-02-19 23:55:00
2441feb3-d8e8-4185-b77e-c802cdee3be2,PC10,2025-02-20,1,193,10,21,1,122,24,7,3,1,0.4,2,3234,2025-02-20 23:55:00
f4b603f8-5d1a-4796-8d2f-96a624a7fbfd,PC10,2025-02-21,5,696,16,21,0,25,26,6,7,2,0.77,11,3877,2025-02-21 23:55:00
e3ee812d-b230-4c2d-aabb-568d05edc45f,PC10,2025-02-22,2,738,13,27,3,47,16,4,4,2,0.72,4,3819,2025-02-22 23:55:00
54bc8d0d-24aa-45c3-b7f3-60717f19cd3c,PC10,2025-02-23,4,413,15,4,1,122,15,5,2,2,0.57,12,3581,2025-02-23 23:55:00
ad4b6be3-df24-4525-8766-9b86050e78a5,PC10,2025-02-24,3,381,24,18,2,62,28,6,3,0,0.64,0,2721,2025-02-24 23:55:00
ca015004-8873-4faf-8f1b-c471ca9af72f,PC10,2025-02-25,1,168,21,21,3,14,27,2,3,1,0.52,7,4969,2025-02-25 23:55:00
67310f17-2d21-4b9b-bd49-f747d77cdf65,PC10,2025-02-26,2,756,6,13,1,10,19,7,5,2,0.47,10,3400,2025-02-26 23:55:00
b003cdd7-6747-4185-a801-d774869b77a5,PC10,2025-02-27,3,680,21,6,2,25,26,8,1,0,0.66,4,2738,2025-02-27 23:55:00
02c6d415-cedc-41fe-927e-80350adda2dd,PC10,2025-02-28,2,563,32,3,2,129,26,4,2,2,0.57,6,1365,2025-02-28 23:55:00
ac891e41-d3af-45c1-9c71-e6bc177015e7,PC10,2025-03-01,1,200,12,10,2,146,29,3,3,1,0.43,2,2247,2025-03-01 23:55:00
bdb99113-119d-426e-aaf4-2b73ebf660cf,PC10,2025-03-02,3,239,16,5,1,75,22,2,8,2,0.56,12,3249,2025-03-02 23:55:00
5c8ca0b9-4a85-44f7-a723-8351d2e0d45a,PC10,2025-03-03,3,366,21,24,0,26,29,3,3,3,0.81,9,4784,2025-03-03 23:55:00
28c3e74b-98fc-40a6-ac41-2748afbe1d41,PC10,2025-03-04,1,796,5,18,0,144,23,7,8,2,0.53,1,1046,2025-03-04 23:55:00
43381527-8484-439c-8c03-5c96f893db85,PC10,2025-03-05,4,400,10,10,3,136,17,3,1,0,0.59,3,4593,2025-03-05 23:55:00
